"","tool","run","parameter","moment","value"
"4243","nm7",91,"THETA4","se",NA
"4244","nm7",91,"THETA5","estimate","103.143"
"4245","nm7",91,"THETA5","prse",NA
"4246","nm7",91,"THETA5","se",NA
"4247","nm7",91,"THETA6","estimate","1.22798"
"4248","nm7",91,"THETA6","prse",NA
"4249","nm7",91,"THETA6","se",NA
"4250","nm7",91,"THETA7","estimate","1.61288"
"4251","nm7",91,"THETA7","prse",NA
"4252","nm7",91,"THETA7","se",NA
"4253","nm7",91,"OMEGA1.1","estimate","0.16599"
"4254","nm7",91,"OMEGA1.1","prse",NA
"4255","nm7",91,"OMEGA1.1","se",NA
"4256","nm7",91,"OMEGA2.1","estimate","0"
"4257","nm7",91,"OMEGA2.1","prse",NA
"4258","nm7",91,"OMEGA2.1","se",NA
"4259","nm7",91,"OMEGA2.2","estimate","0.0953829"
"4260","nm7",91,"OMEGA2.2","prse",NA
"4261","nm7",91,"OMEGA2.2","se",NA
"4262","nm7",91,"OMEGA3.1","estimate","0"
"4263","nm7",91,"OMEGA3.1","prse",NA
"4264","nm7",91,"OMEGA3.1","se",NA
"4265","nm7",91,"OMEGA3.2","estimate","0"
"4266","nm7",91,"OMEGA3.2","prse",NA
"4267","nm7",91,"OMEGA3.2","se",NA
"4268","nm7",91,"OMEGA3.3","estimate","0.151685"
"4269","nm7",91,"OMEGA3.3","prse",NA
"4270","nm7",91,"OMEGA3.3","se",NA
"4271","nm7",91,"SIGMA1.1","estimate","0.0647632"
"4272","nm7",91,"SIGMA1.1","prse",NA
"4273","nm7",91,"SIGMA1.1","se",NA
"4274","nm7",91,"cov","status","0"
"4275","nm7",91,"prob","text","91 phase1 2 CMT like 1004 but diff. initial on V3"
"4276","nm7",91,"min","status","0"
"4277","nm7",91,"data","filename","../data/91.csv"
"4278","nm7",92,"ofv","minimum","2765.456305174"
"4279","nm7",92,"THETA1","estimate","7.69351"
"4280","nm7",92,"THETA1","prse",NA
"4281","nm7",92,"THETA1","se",NA
"4282","nm7",92,"THETA2","estimate","25.1782"
"4283","nm7",92,"THETA2","prse",NA
"4284","nm7",92,"THETA2","se",NA
"4285","nm7",92,"THETA3","estimate","0.0696813"
"4286","nm7",92,"THETA3","prse",NA
"4287","nm7",92,"THETA3","se",NA
"4288","nm7",92,"THETA4","estimate","3.89624"
"4289","nm7",92,"THETA4","prse",NA
"4290","nm7",92,"THETA4","se",NA
"4291","nm7",92,"THETA5","estimate","115.506"
"4292","nm7",92,"THETA5","prse",NA
"4293","nm7",92,"THETA5","se",NA
"4294","nm7",92,"THETA6","estimate","1.21057"
"4295","nm7",92,"THETA6","prse",NA
"4296","nm7",92,"THETA6","se",NA
"4297","nm7",92,"THETA7","estimate","2.13375"
"4298","nm7",92,"THETA7","prse",NA
"4299","nm7",92,"THETA7","se",NA
"4300","nm7",92,"OMEGA1.1","estimate","0.170907"
"4301","nm7",92,"OMEGA1.1","prse",NA
"4302","nm7",92,"OMEGA1.1","se",NA
"4303","nm7",92,"OMEGA2.1","estimate","0"
"4304","nm7",92,"OMEGA2.1","prse",NA
"4305","nm7",92,"OMEGA2.1","se",NA
"4306","nm7",92,"OMEGA2.2","estimate","0.0808716"
"4307","nm7",92,"OMEGA2.2","prse",NA
"4308","nm7",92,"OMEGA2.2","se",NA
"4309","nm7",92,"OMEGA3.1","estimate","0"
"4310","nm7",92,"OMEGA3.1","prse",NA
"4311","nm7",92,"OMEGA3.1","se",NA
"4312","nm7",92,"OMEGA3.2","estimate","0"
"4313","nm7",92,"OMEGA3.2","prse",NA
"4314","nm7",92,"OMEGA3.2","se",NA
"4315","nm7",92,"OMEGA3.3","estimate","0.126746"
"4316","nm7",92,"OMEGA3.3","prse",NA
"4317","nm7",92,"OMEGA3.3","se",NA
"4318","nm7",92,"SIGMA1.1","estimate","0.0529617"
"4319","nm7",92,"SIGMA1.1","prse",NA
"4320","nm7",92,"SIGMA1.1","se",NA
"4321","nm7",92,"cov","status","0"
"4322","nm7",92,"prob","text","92 phase1 2 CMT like 1004 but diff. initial on V3"
"4323","nm7",92,"min","status","0"
"4324","nm7",92,"data","filename","../data/92.csv"
"4325","nm7",93,"ofv","minimum","2106.45528681776"
"4326","nm7",93,"THETA1","estimate","8.43899"
"4327","nm7",93,"THETA1","prse",NA
"4328","nm7",93,"THETA1","se",NA
"4329","nm7",93,"THETA2","estimate","20.5154"
"4330","nm7",93,"THETA2","prse",NA
"4331","nm7",93,"THETA2","se",NA
"4332","nm7",93,"THETA3","estimate","0.066811"
"4333","nm7",93,"THETA3","prse",NA
"4334","nm7",93,"THETA3","se",NA
"4335","nm7",93,"THETA4","estimate","4.13608"
"4336","nm7",93,"THETA4","prse",NA
"4337","nm7",93,"THETA4","se",NA
"4338","nm7",93,"THETA5","estimate","131.085"
"4339","nm7",93,"THETA5","prse",NA
"4340","nm7",93,"THETA5","se",NA
"4341","nm7",93,"THETA6","estimate","0.90582"
"4342","nm7",93,"THETA6","prse",NA
"4343","nm7",93,"THETA6","se",NA
"4344","nm7",93,"THETA7","estimate","1.75014"
"4345","nm7",93,"THETA7","prse",NA
"4346","nm7",93,"THETA7","se",NA
"4347","nm7",93,"OMEGA1.1","estimate","0.22677"
"4348","nm7",93,"OMEGA1.1","prse",NA
"4349","nm7",93,"OMEGA1.1","se",NA
"4350","nm7",93,"OMEGA2.1","estimate","0"
"4351","nm7",93,"OMEGA2.1","prse",NA
"4352","nm7",93,"OMEGA2.1","se",NA
"4353","nm7",93,"OMEGA2.2","estimate","0.136299"
"4354","nm7",93,"OMEGA2.2","prse",NA
"4355","nm7",93,"OMEGA2.2","se",NA
"4356","nm7",93,"OMEGA3.1","estimate","0"
"4357","nm7",93,"OMEGA3.1","prse",NA
"4358","nm7",93,"OMEGA3.1","se",NA
"4359","nm7",93,"OMEGA3.2","estimate","0"
"4360","nm7",93,"OMEGA3.2","prse",NA
"4361","nm7",93,"OMEGA3.2","se",NA
"4362","nm7",93,"OMEGA3.3","estimate","0.137324"
"4363","nm7",93,"OMEGA3.3","prse",NA
"4364","nm7",93,"OMEGA3.3","se",NA
"4365","nm7",93,"SIGMA1.1","estimate","0.0801471"
"4366","nm7",93,"SIGMA1.1","prse",NA
"4367","nm7",93,"SIGMA1.1","se",NA
"4368","nm7",93,"cov","status","0"
"4369","nm7",93,"prob","text","93 phase1 2 CMT like 1004 but diff. initial on V3"
"4370","nm7",93,"min","status","0"
"4371","nm7",93,"data","filename","../data/93.csv"
"4372","nm7",94,"ofv","minimum","2585.78490603382"
"4373","nm7",94,"THETA1","estimate","8.03884"
"4374","nm7",94,"THETA1","prse",NA
"4375","nm7",94,"THETA1","se",NA
"4376","nm7",94,"THETA2","estimate","22.4717"
"4377","nm7",94,"THETA2","prse",NA
"4378","nm7",94,"THETA2","se",NA
"4379","nm7",94,"THETA3","estimate","0.0660158"
"4380","nm7",94,"THETA3","prse",NA
"4381","nm7",94,"THETA3","se",NA
"4382","nm7",94,"THETA4","estimate","3.57271"
"4383","nm7",94,"THETA4","prse",NA
"4384","nm7",94,"THETA4","se",NA
"4385","nm7",94,"THETA5","estimate","126.692"
"4386","nm7",94,"THETA5","prse",NA
"4387","nm7",94,"THETA5","se",NA
"4388","nm7",94,"THETA6","estimate","1.29784"
"4389","nm7",94,"THETA6","prse",NA
"4390","nm7",94,"THETA6","se",NA
"4391","nm7",94,"THETA7","estimate","1.42754"
"4392","nm7",94,"THETA7","prse",NA
"4393","nm7",94,"THETA7","se",NA
"4394","nm7",94,"OMEGA1.1","estimate","0.181262"
"4395","nm7",94,"OMEGA1.1","prse",NA
"4396","nm7",94,"OMEGA1.1","se",NA
"4397","nm7",94,"OMEGA2.1","estimate","0"
"4398","nm7",94,"OMEGA2.1","prse",NA
"4399","nm7",94,"OMEGA2.1","se",NA
"4400","nm7",94,"OMEGA2.2","estimate","0.120293"
"4401","nm7",94,"OMEGA2.2","prse",NA
"4402","nm7",94,"OMEGA2.2","se",NA
"4403","nm7",94,"OMEGA3.1","estimate","0"
"4404","nm7",94,"OMEGA3.1","prse",NA
"4405","nm7",94,"OMEGA3.1","se",NA
"4406","nm7",94,"OMEGA3.2","estimate","0"
"4407","nm7",94,"OMEGA3.2","prse",NA
"4408","nm7",94,"OMEGA3.2","se",NA
"4409","nm7",94,"OMEGA3.3","estimate","0.113173"
"4410","nm7",94,"OMEGA3.3","prse",NA
"4411","nm7",94,"OMEGA3.3","se",NA
"4412","nm7",94,"SIGMA1.1","estimate","0.0643559"
"4413","nm7",94,"SIGMA1.1","prse",NA
"4414","nm7",94,"SIGMA1.1","se",NA
"4415","nm7",94,"cov","status","0"
"4416","nm7",94,"prob","text","94 phase1 2 CMT like 1004 but diff. initial on V3"
"4417","nm7",94,"min","status","0"
"4418","nm7",94,"data","filename","../data/94.csv"
"4419","nm7",95,"ofv","minimum","2386.01857206513"
"4420","nm7",95,"THETA1","estimate","10.0646"
"4421","nm7",95,"THETA1","prse",NA
"4422","nm7",95,"THETA1","se",NA
"4423","nm7",95,"THETA2","estimate","23.0607"
"4424","nm7",95,"THETA2","prse",NA
"4425","nm7",95,"THETA2","se",NA
"4426","nm7",95,"THETA3","estimate","0.0681411"
"4427","nm7",95,"THETA3","prse",NA
"4428","nm7",95,"THETA3","se",NA
"4429","nm7",95,"THETA4","estimate","3.65197"
"4430","nm7",95,"THETA4","prse",NA
"4431","nm7",95,"THETA4","se",NA
"4432","nm7",95,"THETA5","estimate","102.136"
"4433","nm7",95,"THETA5","prse",NA
"4434","nm7",95,"THETA5","se",NA
"4435","nm7",95,"THETA6","estimate","0.849262"
"4436","nm7",95,"THETA6","prse",NA
"4437","nm7",95,"THETA6","se",NA
"4438","nm7",95,"THETA7","estimate","1.60487"
"4439","nm7",95,"THETA7","prse",NA
"4440","nm7",95,"THETA7","se",NA
"4441","nm7",95,"OMEGA1.1","estimate","0.167296"
"4442","nm7",95,"OMEGA1.1","prse",NA
"4443","nm7",95,"OMEGA1.1","se",NA
"4444","nm7",95,"OMEGA2.1","estimate","0"
"4445","nm7",95,"OMEGA2.1","prse",NA
"4446","nm7",95,"OMEGA2.1","se",NA
"4447","nm7",95,"OMEGA2.2","estimate","0.110589"
"4448","nm7",95,"OMEGA2.2","prse",NA
"4449","nm7",95,"OMEGA2.2","se",NA
"4450","nm7",95,"OMEGA3.1","estimate","0"
"4451","nm7",95,"OMEGA3.1","prse",NA
"4452","nm7",95,"OMEGA3.1","se",NA
"4453","nm7",95,"OMEGA3.2","estimate","0"
"4454","nm7",95,"OMEGA3.2","prse",NA
"4455","nm7",95,"OMEGA3.2","se",NA
"4456","nm7",95,"OMEGA3.3","estimate","0.114506"
"4457","nm7",95,"OMEGA3.3","prse",NA
"4458","nm7",95,"OMEGA3.3","se",NA
"4459","nm7",95,"SIGMA1.1","estimate","0.0694014"
"4460","nm7",95,"SIGMA1.1","prse",NA
"4461","nm7",95,"SIGMA1.1","se",NA
"4462","nm7",95,"cov","status","0"
"4463","nm7",95,"prob","text","95 phase1 2 CMT like 1004 but diff. initial on V3"
"4464","nm7",95,"min","status","0"
"4465","nm7",95,"data","filename","../data/95.csv"
"4466","nm7",96,"ofv","minimum","2595.76940789799"
"4467","nm7",96,"THETA1","estimate","8.56458"
"4468","nm7",96,"THETA1","prse",NA
"4469","nm7",96,"THETA1","se",NA
"4470","nm7",96,"THETA2","estimate","20.0818"
"4471","nm7",96,"THETA2","prse",NA
"4472","nm7",96,"THETA2","se",NA
"4473","nm7",96,"THETA3","estimate","0.0647977"
"4474","nm7",96,"THETA3","prse",NA
"4475","nm7",96,"THETA3","se",NA
"4476","nm7",96,"THETA4","estimate","3.1596"
"4477","nm7",96,"THETA4","prse",NA
"4478","nm7",96,"THETA4","se",NA
"4479","nm7",96,"THETA5","estimate","100.67"
"4480","nm7",96,"THETA5","prse",NA
"4481","nm7",96,"THETA5","se",NA
"4482","nm7",96,"THETA6","estimate","1.21528"
"4483","nm7",96,"THETA6","prse",NA
"4484","nm7",96,"THETA6","se",NA
"4485","nm7",96,"THETA7","estimate","1.61242"
"4486","nm7",96,"THETA7","prse",NA
"4487","nm7",96,"THETA7","se",NA
"4488","nm7",96,"OMEGA1.1","estimate","0.240785"
"4489","nm7",96,"OMEGA1.1","prse",NA
"4490","nm7",96,"OMEGA1.1","se",NA
"4491","nm7",96,"OMEGA2.1","estimate","0"
"4492","nm7",96,"OMEGA2.1","prse",NA
"4493","nm7",96,"OMEGA2.1","se",NA
"4494","nm7",96,"OMEGA2.2","estimate","0.127024"
"4495","nm7",96,"OMEGA2.2","prse",NA
"4496","nm7",96,"OMEGA2.2","se",NA
"4497","nm7",96,"OMEGA3.1","estimate","0"
"4498","nm7",96,"OMEGA3.1","prse",NA
"4499","nm7",96,"OMEGA3.1","se",NA
"4500","nm7",96,"OMEGA3.2","estimate","0"
"4501","nm7",96,"OMEGA3.2","prse",NA
"4502","nm7",96,"OMEGA3.2","se",NA
"4503","nm7",96,"OMEGA3.3","estimate","0.10579"
"4504","nm7",96,"OMEGA3.3","prse",NA
"4505","nm7",96,"OMEGA3.3","se",NA
"4506","nm7",96,"SIGMA1.1","estimate","0.0691617"
"4507","nm7",96,"SIGMA1.1","prse",NA
"4508","nm7",96,"SIGMA1.1","se",NA
"4509","nm7",96,"cov","status","0"
"4510","nm7",96,"prob","text","96 phase1 2 CMT like 1004 but diff. initial on V3"
"4511","nm7",96,"min","status","0"
"4512","nm7",96,"data","filename","../data/96.csv"
"4513","nm7",97,"ofv","minimum","2872.22262851993"
"4514","nm7",97,"THETA1","estimate","7.36997"
"4515","nm7",97,"THETA1","prse",NA
"4516","nm7",97,"THETA1","se",NA
"4517","nm7",97,"THETA2","estimate","20.1612"
"4518","nm7",97,"THETA2","prse",NA
"4519","nm7",97,"THETA2","se",NA
"4520","nm7",97,"THETA3","estimate","0.0650476"
"4521","nm7",97,"THETA3","prse",NA
"4522","nm7",97,"THETA3","se",NA
"4523","nm7",97,"THETA4","estimate","3.34134"
"4524","nm7",97,"THETA4","prse",NA
"4525","nm7",97,"THETA4","se",NA
"4526","nm7",97,"THETA5","estimate","80.415"
"4527","nm7",97,"THETA5","prse",NA
"4528","nm7",97,"THETA5","se",NA
"4529","nm7",97,"THETA6","estimate","1.28878"
"4530","nm7",97,"THETA6","prse",NA
"4531","nm7",97,"THETA6","se",NA
"4532","nm7",97,"THETA7","estimate","1.89108"
"4533","nm7",97,"THETA7","prse",NA
"4534","nm7",97,"THETA7","se",NA
"4535","nm7",97,"OMEGA1.1","estimate","0.192756"
"4536","nm7",97,"OMEGA1.1","prse",NA
"4537","nm7",97,"OMEGA1.1","se",NA
"4538","nm7",97,"OMEGA2.1","estimate","0"
"4539","nm7",97,"OMEGA2.1","prse",NA
"4540","nm7",97,"OMEGA2.1","se",NA
"4541","nm7",97,"OMEGA2.2","estimate","0.106095"
"4542","nm7",97,"OMEGA2.2","prse",NA
"4543","nm7",97,"OMEGA2.2","se",NA
"4544","nm7",97,"OMEGA3.1","estimate","0"
"4545","nm7",97,"OMEGA3.1","prse",NA
"4546","nm7",97,"OMEGA3.1","se",NA
"4547","nm7",97,"OMEGA3.2","estimate","0"
"4548","nm7",97,"OMEGA3.2","prse",NA
"4549","nm7",97,"OMEGA3.2","se",NA
"4550","nm7",97,"OMEGA3.3","estimate","0.0797948"
"4551","nm7",97,"OMEGA3.3","prse",NA
"4552","nm7",97,"OMEGA3.3","se",NA
"4553","nm7",97,"SIGMA1.1","estimate","0.0552664"
"4554","nm7",97,"SIGMA1.1","prse",NA
"4555","nm7",97,"SIGMA1.1","se",NA
"4556","nm7",97,"cov","status","0"
"4557","nm7",97,"prob","text","97 phase1 2 CMT like 1004 but diff. initial on V3"
"4558","nm7",97,"min","status","0"
"4559","nm7",97,"data","filename","../data/97.csv"
"4560","nm7",98,"ofv","minimum","2506.92405739206"
"4561","nm7",98,"THETA1","estimate","7.97603"
"4562","nm7",98,"THETA1","prse",NA
"4563","nm7",98,"THETA1","se",NA
"4564","nm7",98,"THETA2","estimate","25.687"
"4565","nm7",98,"THETA2","prse",NA
"4566","nm7",98,"THETA2","se",NA
"4567","nm7",98,"THETA3","estimate","0.0712172"
"4568","nm7",98,"THETA3","prse",NA
"4569","nm7",98,"THETA3","se",NA
"4570","nm7",98,"THETA4","estimate","4.08028"
"4571","nm7",98,"THETA4","prse",NA
"4572","nm7",98,"THETA4","se",NA
"4573","nm7",98,"THETA5","estimate","101.179"
"4574","nm7",98,"THETA5","prse",NA
"4575","nm7",98,"THETA5","se",NA
"4576","nm7",98,"THETA6","estimate","1.02702"
"4577","nm7",98,"THETA6","prse",NA
"4578","nm7",98,"THETA6","se",NA
"4579","nm7",98,"THETA7","estimate","2.32218"
"4580","nm7",98,"THETA7","prse",NA
"4581","nm7",98,"THETA7","se",NA
"4582","nm7",98,"OMEGA1.1","estimate","0.172457"
"4583","nm7",98,"OMEGA1.1","prse",NA
"4584","nm7",98,"OMEGA1.1","se",NA
"4585","nm7",98,"OMEGA2.1","estimate","0"
"4586","nm7",98,"OMEGA2.1","prse",NA
"4587","nm7",98,"OMEGA2.1","se",NA
"4588","nm7",98,"OMEGA2.2","estimate","0.124104"
"4589","nm7",98,"OMEGA2.2","prse",NA
"4590","nm7",98,"OMEGA2.2","se",NA
"4591","nm7",98,"OMEGA3.1","estimate","0"
"4592","nm7",98,"OMEGA3.1","prse",NA
"4593","nm7",98,"OMEGA3.1","se",NA
"4594","nm7",98,"OMEGA3.2","estimate","0"
"4595","nm7",98,"OMEGA3.2","prse",NA
"4596","nm7",98,"OMEGA3.2","se",NA
"4597","nm7",98,"OMEGA3.3","estimate","0.0548156"
"4598","nm7",98,"OMEGA3.3","prse",NA
"4599","nm7",98,"OMEGA3.3","se",NA
"4600","nm7",98,"SIGMA1.1","estimate","0.05766"
"4601","nm7",98,"SIGMA1.1","prse",NA
"4602","nm7",98,"SIGMA1.1","se",NA
"4603","nm7",98,"cov","status","0"
"4604","nm7",98,"prob","text","98 phase1 2 CMT like 1004 but diff. initial on V3"
"4605","nm7",98,"min","status","0"
"4606","nm7",98,"data","filename","../data/98.csv"
"4607","nm7",99,"ofv","minimum","2445.17618346193"
"4608","nm7",99,"THETA1","estimate","8.472"
"4609","nm7",99,"THETA1","prse",NA
"4610","nm7",99,"THETA1","se",NA
"4611","nm7",99,"THETA2","estimate","19.7767"
"4612","nm7",99,"THETA2","prse",NA
"4613","nm7",99,"THETA2","se",NA
"4614","nm7",99,"THETA3","estimate","0.0686283"
"4615","nm7",99,"THETA3","prse",NA
"4616","nm7",99,"THETA3","se",NA
"4617","nm7",99,"THETA4","estimate","3.82299"
"4618","nm7",99,"THETA4","prse",NA
"4619","nm7",99,"THETA4","se",NA
"4620","nm7",99,"THETA5","estimate","111.032"
"4621","nm7",99,"THETA5","prse",NA
"4622","nm7",99,"THETA5","se",NA
"4623","nm7",99,"THETA6","estimate","0.841255"
"4624","nm7",99,"THETA6","prse",NA
"4625","nm7",99,"THETA6","se",NA
"4626","nm7",99,"THETA7","estimate","2.13627"
"4627","nm7",99,"THETA7","prse",NA
"4628","nm7",99,"THETA7","se",NA
"4629","nm7",99,"OMEGA1.1","estimate","0.0990473"
"4630","nm7",99,"OMEGA1.1","prse",NA
"4631","nm7",99,"OMEGA1.1","se",NA
"4632","nm7",99,"OMEGA2.1","estimate","0"
"4633","nm7",99,"OMEGA2.1","prse",NA
"4634","nm7",99,"OMEGA2.1","se",NA
"4635","nm7",99,"OMEGA2.2","estimate","0.123952"
"4636","nm7",99,"OMEGA2.2","prse",NA
"4637","nm7",99,"OMEGA2.2","se",NA
"4638","nm7",99,"OMEGA3.1","estimate","0"
"4639","nm7",99,"OMEGA3.1","prse",NA
"4640","nm7",99,"OMEGA3.1","se",NA
"4641","nm7",99,"OMEGA3.2","estimate","0"
"4642","nm7",99,"OMEGA3.2","prse",NA
"4643","nm7",99,"OMEGA3.2","se",NA
"4644","nm7",99,"OMEGA3.3","estimate","0.0978472"
"4645","nm7",99,"OMEGA3.3","prse",NA
"4646","nm7",99,"OMEGA3.3","se",NA
"4647","nm7",99,"SIGMA1.1","estimate","0.0791836"
"4648","nm7",99,"SIGMA1.1","prse",NA
"4649","nm7",99,"SIGMA1.1","se",NA
"4650","nm7",99,"cov","status","0"
"4651","nm7",99,"prob","text","99 phase1 2 CMT like 1004 but diff. initial on V3"
"4652","nm7",99,"min","status","0"
"4653","nm7",99,"data","filename","../data/99.csv"
"4654","nm7",100,"ofv","minimum","2286.2651433315"
"4655","nm7",100,"THETA1","estimate","8.01091"
"4656","nm7",100,"THETA1","prse",NA
"4657","nm7",100,"THETA1","se",NA
"4658","nm7",100,"THETA2","estimate","20.7402"
"4659","nm7",100,"THETA2","prse",NA
"4660","nm7",100,"THETA2","se",NA
"4661","nm7",100,"THETA3","estimate","0.0707257"
"4662","nm7",100,"THETA3","prse",NA
"4663","nm7",100,"THETA3","se",NA
"4664","nm7",100,"THETA4","estimate","4.06639"
"4665","nm7",100,"THETA4","prse",NA
"4666","nm7",100,"THETA4","se",NA
"4667","nm7",100,"THETA5","estimate","116.173"
"4668","nm7",100,"THETA5","prse",NA
"4669","nm7",100,"THETA5","se",NA
"4670","nm7",100,"THETA6","estimate","0.847077"
"4671","nm7",100,"THETA6","prse",NA
"4672","nm7",100,"THETA6","se",NA
"4673","nm7",100,"THETA7","estimate","1.82687"
"4674","nm7",100,"THETA7","prse",NA
"4675","nm7",100,"THETA7","se",NA
"4676","nm7",100,"OMEGA1.1","estimate","0.142289"
"4677","nm7",100,"OMEGA1.1","prse",NA
"4678","nm7",100,"OMEGA1.1","se",NA
"4679","nm7",100,"OMEGA2.1","estimate","0"
"4680","nm7",100,"OMEGA2.1","prse",NA
"4681","nm7",100,"OMEGA2.1","se",NA
"4682","nm7",100,"OMEGA2.2","estimate","0.148707"
"4683","nm7",100,"OMEGA2.2","prse",NA
"4684","nm7",100,"OMEGA2.2","se",NA
"4685","nm7",100,"OMEGA3.1","estimate","0"
"4686","nm7",100,"OMEGA3.1","prse",NA
"4687","nm7",100,"OMEGA3.1","se",NA
"4688","nm7",100,"OMEGA3.2","estimate","0"
"4689","nm7",100,"OMEGA3.2","prse",NA
"4690","nm7",100,"OMEGA3.2","se",NA
"4691","nm7",100,"OMEGA3.3","estimate","0.132633"
"4692","nm7",100,"OMEGA3.3","prse",NA
"4693","nm7",100,"OMEGA3.3","se",NA
"4694","nm7",100,"SIGMA1.1","estimate","0.0724707"
"4695","nm7",100,"SIGMA1.1","prse",NA
"4696","nm7",100,"SIGMA1.1","se",NA
"4697","nm7",100,"cov","status","0"
"4698","nm7",100,"prob","text","100 phase1 2 CMT like 1004 but diff. initial on V3"
"4699","nm7",100,"min","status","0"
"4700","nm7",100,"data","filename","../data/100.csv"
"4701","nm7",101,"ofv","minimum","2930.59518937465"
"4702","nm7",101,"THETA1","estimate","7.97867"
"4703","nm7",101,"THETA1","prse",NA
"4704","nm7",101,"THETA1","se",NA
"4705","nm7",101,"THETA2","estimate","21.9161"
"4706","nm7",101,"THETA2","prse",NA
"4707","nm7",101,"THETA2","se",NA
"4708","nm7",101,"THETA3","estimate","0.0688275"
"4709","nm7",101,"THETA3","prse",NA
"4710","nm7",101,"THETA3","se",NA
"4711","nm7",101,"THETA4","estimate","3.16125"
"4712","nm7",101,"THETA4","prse",NA
"4713","nm7",101,"THETA4","se",NA
"4714","nm7",101,"THETA5","estimate","146.368"
"4715","nm7",101,"THETA5","prse",NA
"4716","nm7",101,"THETA5","se",NA
"4717","nm7",101,"THETA6","estimate","1.09489"
"4718","nm7",101,"THETA6","prse",NA
"4719","nm7",101,"THETA6","se",NA
"4720","nm7",101,"THETA7","estimate","2.1432"
"4721","nm7",101,"THETA7","prse",NA
"4722","nm7",101,"THETA7","se",NA
"4723","nm7",101,"OMEGA1.1","estimate","0.210647"
"4724","nm7",101,"OMEGA1.1","prse",NA
"4725","nm7",101,"OMEGA1.1","se",NA
"4726","nm7",101,"OMEGA2.1","estimate","0"
"4727","nm7",101,"OMEGA2.1","prse",NA
"4728","nm7",101,"OMEGA2.1","se",NA
"4729","nm7",101,"OMEGA2.2","estimate","0.166056"
"4730","nm7",101,"OMEGA2.2","prse",NA
"4731","nm7",101,"OMEGA2.2","se",NA
"4732","nm7",101,"OMEGA3.1","estimate","0"
"4733","nm7",101,"OMEGA3.1","prse",NA
"4734","nm7",101,"OMEGA3.1","se",NA
"4735","nm7",101,"OMEGA3.2","estimate","0"
"4736","nm7",101,"OMEGA3.2","prse",NA
"4737","nm7",101,"OMEGA3.2","se",NA
"4738","nm7",101,"OMEGA3.3","estimate","0.0559588"
"4739","nm7",101,"OMEGA3.3","prse",NA
"4740","nm7",101,"OMEGA3.3","se",NA
"4741","nm7",101,"SIGMA1.1","estimate","0.0565697"
"4742","nm7",101,"SIGMA1.1","prse",NA
"4743","nm7",101,"SIGMA1.1","se",NA
"4744","nm7",101,"cov","status","0"
"4745","nm7",101,"prob","text","101 phase1 2 CMT like 1004 but diff. initial on V3"
"4746","nm7",101,"min","status","0"
"4747","nm7",101,"data","filename","../data/101.csv"
"4748","nm7",102,"ofv","minimum","2435.68016801905"
"4749","nm7",102,"THETA1","estimate","8.64757"
"4750","nm7",102,"THETA1","prse",NA
"4751","nm7",102,"THETA1","se",NA
"4752","nm7",102,"THETA2","estimate","18.2714"
"4753","nm7",102,"THETA2","prse",NA
"4754","nm7",102,"THETA2","se",NA
"4755","nm7",102,"THETA3","estimate","0.061838"
"4756","nm7",102,"THETA3","prse",NA
"4757","nm7",102,"THETA3","se",NA
"4758","nm7",102,"THETA4","estimate","3.16"
"4759","nm7",102,"THETA4","prse",NA
"4760","nm7",102,"THETA4","se",NA
"4761","nm7",102,"THETA5","estimate","112.914"
"4762","nm7",102,"THETA5","prse",NA
"4763","nm7",102,"THETA5","se",NA
"4764","nm7",102,"THETA6","estimate","0.851258"
"4765","nm7",102,"THETA6","prse",NA
"4766","nm7",102,"THETA6","se",NA
"4767","nm7",102,"THETA7","estimate","1.71223"
"4768","nm7",102,"THETA7","prse",NA
"4769","nm7",102,"THETA7","se",NA
"4770","nm7",102,"OMEGA1.1","estimate","0.103263"
"4771","nm7",102,"OMEGA1.1","prse",NA
"4772","nm7",102,"OMEGA1.1","se",NA
"4773","nm7",102,"OMEGA2.1","estimate","0"
"4774","nm7",102,"OMEGA2.1","prse",NA
"4775","nm7",102,"OMEGA2.1","se",NA
"4776","nm7",102,"OMEGA2.2","estimate","0.0881184"
"4777","nm7",102,"OMEGA2.2","prse",NA
"4778","nm7",102,"OMEGA2.2","se",NA
"4779","nm7",102,"OMEGA3.1","estimate","0"
"4780","nm7",102,"OMEGA3.1","prse",NA
"4781","nm7",102,"OMEGA3.1","se",NA
"4782","nm7",102,"OMEGA3.2","estimate","0"
"4783","nm7",102,"OMEGA3.2","prse",NA
"4784","nm7",102,"OMEGA3.2","se",NA
"4785","nm7",102,"OMEGA3.3","estimate","0.131166"
"4786","nm7",102,"OMEGA3.3","prse",NA
"4787","nm7",102,"OMEGA3.3","se",NA
"4788","nm7",102,"SIGMA1.1","estimate","0.073609"
"4789","nm7",102,"SIGMA1.1","prse",NA
"4790","nm7",102,"SIGMA1.1","se",NA
"4791","nm7",102,"cov","status","0"
"4792","nm7",102,"prob","text","102 phase1 2 CMT like 1004 but diff. initial on V3"
"4793","nm7",102,"min","status","0"
"4794","nm7",102,"data","filename","../data/102.csv"
"4795","nm7",103,"ofv","minimum","2538.29433463633"
"4796","nm7",103,"THETA1","estimate","7.58353"
"4797","nm7",103,"THETA1","prse",NA
"4798","nm7",103,"THETA1","se",NA
"4799","nm7",103,"THETA2","estimate","22.1543"
"4800","nm7",103,"THETA2","prse",NA
"4801","nm7",103,"THETA2","se",NA
