"","tool","run","parameter","moment","value"
"4929","nm7",93,"data","filename","../data/93.csv"
"4930","nm7",94,"ofv","minimum","2280.69242929937"
"4931","nm7",94,"THETA1","estimate","9.30886"
"4932","nm7",94,"THETA1","prse",NA
"4933","nm7",94,"THETA1","se",NA
"4934","nm7",94,"THETA2","estimate","24.1862"
"4935","nm7",94,"THETA2","prse",NA
"4936","nm7",94,"THETA2","se",NA
"4937","nm7",94,"THETA3","estimate","0.0790562"
"4938","nm7",94,"THETA3","prse",NA
"4939","nm7",94,"THETA3","se",NA
"4940","nm7",94,"THETA4","estimate","3.95845"
"4941","nm7",94,"THETA4","prse",NA
"4942","nm7",94,"THETA4","se",NA
"4943","nm7",94,"THETA5","estimate","162.342"
"4944","nm7",94,"THETA5","prse",NA
"4945","nm7",94,"THETA5","se",NA
"4946","nm7",94,"THETA6","estimate","1.14195"
"4947","nm7",94,"THETA6","prse",NA
"4948","nm7",94,"THETA6","se",NA
"4949","nm7",94,"THETA7","estimate","1.01879"
"4950","nm7",94,"THETA7","prse",NA
"4951","nm7",94,"THETA7","se",NA
"4952","nm7",94,"OMEGA1.1","estimate","0.216255"
"4953","nm7",94,"OMEGA1.1","prse",NA
"4954","nm7",94,"OMEGA1.1","se",NA
"4955","nm7",94,"OMEGA2.1","estimate","0.152065"
"4956","nm7",94,"OMEGA2.1","prse",NA
"4957","nm7",94,"OMEGA2.1","se",NA
"4958","nm7",94,"OMEGA2.2","estimate","0.116669"
"4959","nm7",94,"OMEGA2.2","prse",NA
"4960","nm7",94,"OMEGA2.2","se",NA
"4961","nm7",94,"OMEGA3.1","estimate","-0.0324564"
"4962","nm7",94,"OMEGA3.1","prse",NA
"4963","nm7",94,"OMEGA3.1","se",NA
"4964","nm7",94,"OMEGA3.2","estimate","-0.0410533"
"4965","nm7",94,"OMEGA3.2","prse",NA
"4966","nm7",94,"OMEGA3.2","se",NA
"4967","nm7",94,"OMEGA3.3","estimate","0.0390019"
"4968","nm7",94,"OMEGA3.3","prse",NA
"4969","nm7",94,"OMEGA3.3","se",NA
"4970","nm7",94,"SIGMA1.1","estimate","0.0462115"
"4971","nm7",94,"SIGMA1.1","prse",NA
"4972","nm7",94,"SIGMA1.1","se",NA
"4973","nm7",94,"SIGMA2.1","estimate","0"
"4974","nm7",94,"SIGMA2.1","prse",NA
"4975","nm7",94,"SIGMA2.1","se",NA
"4976","nm7",94,"SIGMA2.2","estimate","0.233025"
"4977","nm7",94,"SIGMA2.2","prse",NA
"4978","nm7",94,"SIGMA2.2","se",NA
"4979","nm7",94,"cov","status","0"
"4980","nm7",94,"prob","text","94 phase1 2 CMT like 1004 but diff. initial on V3"
"4981","nm7",94,"min","status","0"
"4982","nm7",94,"data","filename","../data/94.csv"
"4983","nm7",95,"ofv","minimum","2395.6896160584"
"4984","nm7",95,"THETA1","estimate","9.86983"
"4985","nm7",95,"THETA1","prse",NA
"4986","nm7",95,"THETA1","se",NA
"4987","nm7",95,"THETA2","estimate","23.7642"
"4988","nm7",95,"THETA2","prse",NA
"4989","nm7",95,"THETA2","se",NA
"4990","nm7",95,"THETA3","estimate","0.0736038"
"4991","nm7",95,"THETA3","prse",NA
"4992","nm7",95,"THETA3","se",NA
"4993","nm7",95,"THETA4","estimate","3.6792"
"4994","nm7",95,"THETA4","prse",NA
"4995","nm7",95,"THETA4","se",NA
"4996","nm7",95,"THETA5","estimate","113.997"
"4997","nm7",95,"THETA5","prse",NA
"4998","nm7",95,"THETA5","se",NA
"4999","nm7",95,"THETA6","estimate","0.970478"
"5000","nm7",95,"THETA6","prse",NA
"5001","nm7",95,"THETA6","se",NA
"5002","nm7",95,"THETA7","estimate","1.03295"
"5003","nm7",95,"THETA7","prse",NA
"5004","nm7",95,"THETA7","se",NA
"5005","nm7",95,"OMEGA1.1","estimate","0.146133"
"5006","nm7",95,"OMEGA1.1","prse",NA
"5007","nm7",95,"OMEGA1.1","se",NA
"5008","nm7",95,"OMEGA2.1","estimate","0.0893727"
"5009","nm7",95,"OMEGA2.1","prse",NA
"5010","nm7",95,"OMEGA2.1","se",NA
"5011","nm7",95,"OMEGA2.2","estimate","0.093263"
"5012","nm7",95,"OMEGA2.2","prse",NA
"5013","nm7",95,"OMEGA2.2","se",NA
"5014","nm7",95,"OMEGA3.1","estimate","-0.00881563"
"5015","nm7",95,"OMEGA3.1","prse",NA
"5016","nm7",95,"OMEGA3.1","se",NA
"5017","nm7",95,"OMEGA3.2","estimate","-0.0434706"
"5018","nm7",95,"OMEGA3.2","prse",NA
"5019","nm7",95,"OMEGA3.2","se",NA
"5020","nm7",95,"OMEGA3.3","estimate","0.0381028"
"5021","nm7",95,"OMEGA3.3","prse",NA
"5022","nm7",95,"OMEGA3.3","se",NA
"5023","nm7",95,"SIGMA1.1","estimate","0.0512546"
"5024","nm7",95,"SIGMA1.1","prse",NA
"5025","nm7",95,"SIGMA1.1","se",NA
"5026","nm7",95,"SIGMA2.1","estimate","0"
"5027","nm7",95,"SIGMA2.1","prse",NA
"5028","nm7",95,"SIGMA2.1","se",NA
"5029","nm7",95,"SIGMA2.2","estimate","0.201496"
"5030","nm7",95,"SIGMA2.2","prse",NA
"5031","nm7",95,"SIGMA2.2","se",NA
"5032","nm7",95,"cov","status","0"
"5033","nm7",95,"prob","text","95 phase1 2 CMT like 1004 but diff. initial on V3"
"5034","nm7",95,"min","status","0"
"5035","nm7",95,"data","filename","../data/95.csv"
"5036","nm7",96,"ofv","minimum","2079.84857196523"
"5037","nm7",96,"THETA1","estimate","8.73909"
"5038","nm7",96,"THETA1","prse",NA
"5039","nm7",96,"THETA1","se",NA
"5040","nm7",96,"THETA2","estimate","24.9144"
"5041","nm7",96,"THETA2","prse",NA
"5042","nm7",96,"THETA2","se",NA
"5043","nm7",96,"THETA3","estimate","0.0706088"
"5044","nm7",96,"THETA3","prse",NA
"5045","nm7",96,"THETA3","se",NA
"5046","nm7",96,"THETA4","estimate","4.08861"
"5047","nm7",96,"THETA4","prse",NA
"5048","nm7",96,"THETA4","se",NA
"5049","nm7",96,"THETA5","estimate","178.283"
"5050","nm7",96,"THETA5","prse",NA
"5051","nm7",96,"THETA5","se",NA
"5052","nm7",96,"THETA6","estimate","1.07397"
"5053","nm7",96,"THETA6","prse",NA
"5054","nm7",96,"THETA6","se",NA
"5055","nm7",96,"THETA7","estimate","1.30918"
"5056","nm7",96,"THETA7","prse",NA
"5057","nm7",96,"THETA7","se",NA
"5058","nm7",96,"OMEGA1.1","estimate","0.227163"
"5059","nm7",96,"OMEGA1.1","prse",NA
"5060","nm7",96,"OMEGA1.1","se",NA
"5061","nm7",96,"OMEGA2.1","estimate","0.133926"
"5062","nm7",96,"OMEGA2.1","prse",NA
"5063","nm7",96,"OMEGA2.1","se",NA
"5064","nm7",96,"OMEGA2.2","estimate","0.089581"
"5065","nm7",96,"OMEGA2.2","prse",NA
"5066","nm7",96,"OMEGA2.2","se",NA
"5067","nm7",96,"OMEGA3.1","estimate","-0.0188484"
"5068","nm7",96,"OMEGA3.1","prse",NA
"5069","nm7",96,"OMEGA3.1","se",NA
"5070","nm7",96,"OMEGA3.2","estimate","-0.029013"
"5071","nm7",96,"OMEGA3.2","prse",NA
"5072","nm7",96,"OMEGA3.2","se",NA
"5073","nm7",96,"OMEGA3.3","estimate","0.0317358"
"5074","nm7",96,"OMEGA3.3","prse",NA
"5075","nm7",96,"OMEGA3.3","se",NA
"5076","nm7",96,"SIGMA1.1","estimate","0.0448159"
"5077","nm7",96,"SIGMA1.1","prse",NA
"5078","nm7",96,"SIGMA1.1","se",NA
"5079","nm7",96,"SIGMA2.1","estimate","0"
"5080","nm7",96,"SIGMA2.1","prse",NA
"5081","nm7",96,"SIGMA2.1","se",NA
"5082","nm7",96,"SIGMA2.2","estimate","0.218348"
"5083","nm7",96,"SIGMA2.2","prse",NA
"5084","nm7",96,"SIGMA2.2","se",NA
"5085","nm7",96,"cov","status","0"
"5086","nm7",96,"prob","text","96 phase1 2 CMT like 1004 but diff. initial on V3"
"5087","nm7",96,"min","status","0"
"5088","nm7",96,"data","filename","../data/96.csv"
"5089","nm7",97,"ofv","minimum","2719.71732755438"
"5090","nm7",97,"THETA1","estimate","9.86284"
"5091","nm7",97,"THETA1","prse",NA
"5092","nm7",97,"THETA1","se",NA
"5093","nm7",97,"THETA2","estimate","22.8436"
"5094","nm7",97,"THETA2","prse",NA
"5095","nm7",97,"THETA2","se",NA
"5096","nm7",97,"THETA3","estimate","0.0658653"
"5097","nm7",97,"THETA3","prse",NA
"5098","nm7",97,"THETA3","se",NA
"5099","nm7",97,"THETA4","estimate","3.16359"
"5100","nm7",97,"THETA4","prse",NA
"5101","nm7",97,"THETA4","se",NA
"5102","nm7",97,"THETA5","estimate","156.251"
"5103","nm7",97,"THETA5","prse",NA
"5104","nm7",97,"THETA5","se",NA
"5105","nm7",97,"THETA6","estimate","0.941362"
"5106","nm7",97,"THETA6","prse",NA
"5107","nm7",97,"THETA6","se",NA
"5108","nm7",97,"THETA7","estimate","1.2985"
"5109","nm7",97,"THETA7","prse",NA
"5110","nm7",97,"THETA7","se",NA
"5111","nm7",97,"OMEGA1.1","estimate","0.163318"
"5112","nm7",97,"OMEGA1.1","prse",NA
"5113","nm7",97,"OMEGA1.1","se",NA
"5114","nm7",97,"OMEGA2.1","estimate","0.0885"
"5115","nm7",97,"OMEGA2.1","prse",NA
"5116","nm7",97,"OMEGA2.1","se",NA
"5117","nm7",97,"OMEGA2.2","estimate","0.0692292"
"5118","nm7",97,"OMEGA2.2","prse",NA
"5119","nm7",97,"OMEGA2.2","se",NA
"5120","nm7",97,"OMEGA3.1","estimate","0.0210195"
"5121","nm7",97,"OMEGA3.1","prse",NA
"5122","nm7",97,"OMEGA3.1","se",NA
"5123","nm7",97,"OMEGA3.2","estimate","-0.0158842"
"5124","nm7",97,"OMEGA3.2","prse",NA
"5125","nm7",97,"OMEGA3.2","se",NA
"5126","nm7",97,"OMEGA3.3","estimate","0.0378585"
"5127","nm7",97,"OMEGA3.3","prse",NA
"5128","nm7",97,"OMEGA3.3","se",NA
"5129","nm7",97,"SIGMA1.1","estimate","0.050324"
"5130","nm7",97,"SIGMA1.1","prse",NA
"5131","nm7",97,"SIGMA1.1","se",NA
"5132","nm7",97,"SIGMA2.1","estimate","0"
"5133","nm7",97,"SIGMA2.1","prse",NA
"5134","nm7",97,"SIGMA2.1","se",NA
"5135","nm7",97,"SIGMA2.2","estimate","0.0928016"
"5136","nm7",97,"SIGMA2.2","prse",NA
"5137","nm7",97,"SIGMA2.2","se",NA
"5138","nm7",97,"cov","status","0"
"5139","nm7",97,"prob","text","97 phase1 2 CMT like 1004 but diff. initial on V3"
"5140","nm7",97,"min","status","0"
"5141","nm7",97,"data","filename","../data/97.csv"
"5142","nm7",98,"ofv","minimum","2324.46239570457"
"5143","nm7",98,"THETA1","estimate","8.82195"
"5144","nm7",98,"THETA1","prse",NA
"5145","nm7",98,"THETA1","se",NA
"5146","nm7",98,"THETA2","estimate","24.459"
"5147","nm7",98,"THETA2","prse",NA
"5148","nm7",98,"THETA2","se",NA
"5149","nm7",98,"THETA3","estimate","0.0709516"
"5150","nm7",98,"THETA3","prse",NA
"5151","nm7",98,"THETA3","se",NA
"5152","nm7",98,"THETA4","estimate","3.20054"
"5153","nm7",98,"THETA4","prse",NA
"5154","nm7",98,"THETA4","se",NA
"5155","nm7",98,"THETA5","estimate","100.87"
"5156","nm7",98,"THETA5","prse",NA
"5157","nm7",98,"THETA5","se",NA
"5158","nm7",98,"THETA6","estimate","1.52139"
"5159","nm7",98,"THETA6","prse",NA
"5160","nm7",98,"THETA6","se",NA
"5161","nm7",98,"THETA7","estimate","1.81518"
"5162","nm7",98,"THETA7","prse",NA
"5163","nm7",98,"THETA7","se",NA
"5164","nm7",98,"OMEGA1.1","estimate","0.14736"
"5165","nm7",98,"OMEGA1.1","prse",NA
"5166","nm7",98,"OMEGA1.1","se",NA
"5167","nm7",98,"OMEGA2.1","estimate","0.0632216"
"5168","nm7",98,"OMEGA2.1","prse",NA
"5169","nm7",98,"OMEGA2.1","se",NA
"5170","nm7",98,"OMEGA2.2","estimate","0.0932909"
"5171","nm7",98,"OMEGA2.2","prse",NA
"5172","nm7",98,"OMEGA2.2","se",NA
"5173","nm7",98,"OMEGA3.1","estimate","-0.0298123"
"5174","nm7",98,"OMEGA3.1","prse",NA
"5175","nm7",98,"OMEGA3.1","se",NA
"5176","nm7",98,"OMEGA3.2","estimate","-0.0534197"
"5177","nm7",98,"OMEGA3.2","prse",NA
"5178","nm7",98,"OMEGA3.2","se",NA
"5179","nm7",98,"OMEGA3.3","estimate","0.0309894"
"5180","nm7",98,"OMEGA3.3","prse",NA
"5181","nm7",98,"OMEGA3.3","se",NA
"5182","nm7",98,"SIGMA1.1","estimate","0.0568285"
"5183","nm7",98,"SIGMA1.1","prse",NA
"5184","nm7",98,"SIGMA1.1","se",NA
"5185","nm7",98,"SIGMA2.1","estimate","0"
"5186","nm7",98,"SIGMA2.1","prse",NA
"5187","nm7",98,"SIGMA2.1","se",NA
"5188","nm7",98,"SIGMA2.2","estimate","0.138661"
"5189","nm7",98,"SIGMA2.2","prse",NA
"5190","nm7",98,"SIGMA2.2","se",NA
"5191","nm7",98,"cov","status","0"
"5192","nm7",98,"prob","text","98 phase1 2 CMT like 1004 but diff. initial on V3"
"5193","nm7",98,"min","status","0"
"5194","nm7",98,"data","filename","../data/98.csv"
"5195","nm7",99,"ofv","minimum","2178.60255497143"
"5196","nm7",99,"THETA1","estimate","8.52054"
"5197","nm7",99,"THETA1","prse",NA
"5198","nm7",99,"THETA1","se",NA
"5199","nm7",99,"THETA2","estimate","20.7033"
"5200","nm7",99,"THETA2","prse",NA
"5201","nm7",99,"THETA2","se",NA
"5202","nm7",99,"THETA3","estimate","0.0673326"
"5203","nm7",99,"THETA3","prse",NA
"5204","nm7",99,"THETA3","se",NA
"5205","nm7",99,"THETA4","estimate","3.08239"
"5206","nm7",99,"THETA4","prse",NA
"5207","nm7",99,"THETA4","se",NA
"5208","nm7",99,"THETA5","estimate","105.856"
"5209","nm7",99,"THETA5","prse",NA
"5210","nm7",99,"THETA5","se",NA
"5211","nm7",99,"THETA6","estimate","1.19968"
"5212","nm7",99,"THETA6","prse",NA
"5213","nm7",99,"THETA6","se",NA
"5214","nm7",99,"THETA7","estimate","1.32957"
"5215","nm7",99,"THETA7","prse",NA
"5216","nm7",99,"THETA7","se",NA
"5217","nm7",99,"OMEGA1.1","estimate","0.154051"
"5218","nm7",99,"OMEGA1.1","prse",NA
"5219","nm7",99,"OMEGA1.1","se",NA
"5220","nm7",99,"OMEGA2.1","estimate","0.131249"
"5221","nm7",99,"OMEGA2.1","prse",NA
"5222","nm7",99,"OMEGA2.1","se",NA
"5223","nm7",99,"OMEGA2.2","estimate","0.158417"
"5224","nm7",99,"OMEGA2.2","prse",NA
"5225","nm7",99,"OMEGA2.2","se",NA
"5226","nm7",99,"OMEGA3.1","estimate","-0.00434137"
"5227","nm7",99,"OMEGA3.1","prse",NA
"5228","nm7",99,"OMEGA3.1","se",NA
"5229","nm7",99,"OMEGA3.2","estimate","-0.0455219"
"5230","nm7",99,"OMEGA3.2","prse",NA
"5231","nm7",99,"OMEGA3.2","se",NA
"5232","nm7",99,"OMEGA3.3","estimate","0.0376724"
"5233","nm7",99,"OMEGA3.3","prse",NA
"5234","nm7",99,"OMEGA3.3","se",NA
"5235","nm7",99,"SIGMA1.1","estimate","0.0512438"
"5236","nm7",99,"SIGMA1.1","prse",NA
"5237","nm7",99,"SIGMA1.1","se",NA
"5238","nm7",99,"SIGMA2.1","estimate","0"
"5239","nm7",99,"SIGMA2.1","prse",NA
"5240","nm7",99,"SIGMA2.1","se",NA
"5241","nm7",99,"SIGMA2.2","estimate","0.161651"
"5242","nm7",99,"SIGMA2.2","prse",NA
"5243","nm7",99,"SIGMA2.2","se",NA
"5244","nm7",99,"cov","status","0"
"5245","nm7",99,"prob","text","99 phase1 2 CMT like 1004 but diff. initial on V3"
"5246","nm7",99,"min","status","0"
"5247","nm7",99,"data","filename","../data/99.csv"
"5248","nm7",100,"ofv","minimum","2315.25306195541"
"5249","nm7",100,"THETA1","estimate","10.4434"
"5250","nm7",100,"THETA1","prse",NA
"5251","nm7",100,"THETA1","se",NA
"5252","nm7",100,"THETA2","estimate","22.6299"
"5253","nm7",100,"THETA2","prse",NA
"5254","nm7",100,"THETA2","se",NA
"5255","nm7",100,"THETA3","estimate","0.0758518"
"5256","nm7",100,"THETA3","prse",NA
"5257","nm7",100,"THETA3","se",NA
"5258","nm7",100,"THETA4","estimate","3.72654"
"5259","nm7",100,"THETA4","prse",NA
"5260","nm7",100,"THETA4","se",NA
"5261","nm7",100,"THETA5","estimate","117.186"
"5262","nm7",100,"THETA5","prse",NA
"5263","nm7",100,"THETA5","se",NA
"5264","nm7",100,"THETA6","estimate","0.934002"
"5265","nm7",100,"THETA6","prse",NA
"5266","nm7",100,"THETA6","se",NA
"5267","nm7",100,"THETA7","estimate","0.549882"
"5268","nm7",100,"THETA7","prse",NA
"5269","nm7",100,"THETA7","se",NA
"5270","nm7",100,"OMEGA1.1","estimate","0.266478"
"5271","nm7",100,"OMEGA1.1","prse",NA
"5272","nm7",100,"OMEGA1.1","se",NA
"5273","nm7",100,"OMEGA2.1","estimate","0.12205"
"5274","nm7",100,"OMEGA2.1","prse",NA
"5275","nm7",100,"OMEGA2.1","se",NA
"5276","nm7",100,"OMEGA2.2","estimate","0.0716915"
"5277","nm7",100,"OMEGA2.2","prse",NA
"5278","nm7",100,"OMEGA2.2","se",NA
"5279","nm7",100,"OMEGA3.1","estimate","-0.0250428"
"5280","nm7",100,"OMEGA3.1","prse",NA
"5281","nm7",100,"OMEGA3.1","se",NA
"5282","nm7",100,"OMEGA3.2","estimate","-0.0328203"
"5283","nm7",100,"OMEGA3.2","prse",NA
"5284","nm7",100,"OMEGA3.2","se",NA
"5285","nm7",100,"OMEGA3.3","estimate","0.0312303"
"5286","nm7",100,"OMEGA3.3","prse",NA
"5287","nm7",100,"OMEGA3.3","se",NA
"5288","nm7",100,"SIGMA1.1","estimate","0.0521003"
"5289","nm7",100,"SIGMA1.1","prse",NA
"5290","nm7",100,"SIGMA1.1","se",NA
"5291","nm7",100,"SIGMA2.1","estimate","0"
"5292","nm7",100,"SIGMA2.1","prse",NA
"5293","nm7",100,"SIGMA2.1","se",NA
"5294","nm7",100,"SIGMA2.2","estimate","0.156361"
"5295","nm7",100,"SIGMA2.2","prse",NA
"5296","nm7",100,"SIGMA2.2","se",NA
"5297","nm7",100,"cov","status","0"
"5298","nm7",100,"prob","text","100 phase1 2 CMT like 1004 but diff. initial on V3"
"5299","nm7",100,"min","status","0"
"5300","nm7",100,"data","filename","../data/100.csv"
"5301","nm7",101,"ofv","minimum","2440.38869320322"
"5302","nm7",101,"THETA1","estimate","8.11485"
"5303","nm7",101,"THETA1","prse",NA
"5304","nm7",101,"THETA1","se",NA
"5305","nm7",101,"THETA2","estimate","20.4206"
"5306","nm7",101,"THETA2","prse",NA
"5307","nm7",101,"THETA2","se",NA
"5308","nm7",101,"THETA3","estimate","0.0630493"
"5309","nm7",101,"THETA3","prse",NA
"5310","nm7",101,"THETA3","se",NA
"5311","nm7",101,"THETA4","estimate","2.61763"
"5312","nm7",101,"THETA4","prse",NA
"5313","nm7",101,"THETA4","se",NA
"5314","nm7",101,"THETA5","estimate","120.755"
"5315","nm7",101,"THETA5","prse",NA
"5316","nm7",101,"THETA5","se",NA
"5317","nm7",101,"THETA6","estimate","1.05472"
"5318","nm7",101,"THETA6","prse",NA
"5319","nm7",101,"THETA6","se",NA
"5320","nm7",101,"THETA7","estimate","1.8796"
"5321","nm7",101,"THETA7","prse",NA
"5322","nm7",101,"THETA7","se",NA
"5323","nm7",101,"OMEGA1.1","estimate","0.166587"
"5324","nm7",101,"OMEGA1.1","prse",NA
"5325","nm7",101,"OMEGA1.1","se",NA
"5326","nm7",101,"OMEGA2.1","estimate","0.158251"
"5327","nm7",101,"OMEGA2.1","prse",NA
"5328","nm7",101,"OMEGA2.1","se",NA
"5329","nm7",101,"OMEGA2.2","estimate","0.182228"
"5330","nm7",101,"OMEGA2.2","prse",NA
"5331","nm7",101,"OMEGA2.2","se",NA
"5332","nm7",101,"OMEGA3.1","estimate","0.0239946"
"5333","nm7",101,"OMEGA3.1","prse",NA
"5334","nm7",101,"OMEGA3.1","se",NA
"5335","nm7",101,"OMEGA3.2","estimate","-0.00627026"
"5336","nm7",101,"OMEGA3.2","prse",NA
"5337","nm7",101,"OMEGA3.2","se",NA
"5338","nm7",101,"OMEGA3.3","estimate","0.0299501"
"5339","nm7",101,"OMEGA3.3","prse",NA
"5340","nm7",101,"OMEGA3.3","se",NA
"5341","nm7",101,"SIGMA1.1","estimate","0.0430091"
"5342","nm7",101,"SIGMA1.1","prse",NA
"5343","nm7",101,"SIGMA1.1","se",NA
"5344","nm7",101,"SIGMA2.1","estimate","0"
"5345","nm7",101,"SIGMA2.1","prse",NA
"5346","nm7",101,"SIGMA2.1","se",NA
"5347","nm7",101,"SIGMA2.2","estimate","0.201004"
"5348","nm7",101,"SIGMA2.2","prse",NA
"5349","nm7",101,"SIGMA2.2","se",NA
"5350","nm7",101,"cov","status","0"
"5351","nm7",101,"prob","text","101 phase1 2 CMT like 1004 but diff. initial on V3"
"5352","nm7",101,"min","status","0"
"5353","nm7",101,"data","filename","../data/101.csv"
"5354","nm7",102,"ofv","minimum","2571.86774165454"
"5355","nm7",102,"THETA1","estimate","9.87131"
"5356","nm7",102,"THETA1","prse",NA
"5357","nm7",102,"THETA1","se",NA
"5358","nm7",102,"THETA2","estimate","20.1019"
"5359","nm7",102,"THETA2","prse",NA
"5360","nm7",102,"THETA2","se",NA
"5361","nm7",102,"THETA3","estimate","0.0714596"
"5362","nm7",102,"THETA3","prse",NA
"5363","nm7",102,"THETA3","se",NA
"5364","nm7",102,"THETA4","estimate","3.20515"
"5365","nm7",102,"THETA4","prse",NA
"5366","nm7",102,"THETA4","se",NA
"5367","nm7",102,"THETA5","estimate","70.9435"
"5368","nm7",102,"THETA5","prse",NA
"5369","nm7",102,"THETA5","se",NA
"5370","nm7",102,"THETA6","estimate","0.980697"
"5371","nm7",102,"THETA6","prse",NA
"5372","nm7",102,"THETA6","se",NA
"5373","nm7",102,"THETA7","estimate","1.11295"
"5374","nm7",102,"THETA7","prse",NA
"5375","nm7",102,"THETA7","se",NA
"5376","nm7",102,"OMEGA1.1","estimate","0.191547"
"5377","nm7",102,"OMEGA1.1","prse",NA
"5378","nm7",102,"OMEGA1.1","se",NA
"5379","nm7",102,"OMEGA2.1","estimate","0.111576"
"5380","nm7",102,"OMEGA2.1","prse",NA
"5381","nm7",102,"OMEGA2.1","se",NA
"5382","nm7",102,"OMEGA2.2","estimate","0.0872864"
"5383","nm7",102,"OMEGA2.2","prse",NA
"5384","nm7",102,"OMEGA2.2","se",NA
"5385","nm7",102,"OMEGA3.1","estimate","-0.0218376"
"5386","nm7",102,"OMEGA3.1","prse",NA
"5387","nm7",102,"OMEGA3.1","se",NA
"5388","nm7",102,"OMEGA3.2","estimate","-0.0493486"
"5389","nm7",102,"OMEGA3.2","prse",NA
"5390","nm7",102,"OMEGA3.2","se",NA
"5391","nm7",102,"OMEGA3.3","estimate","0.0626787"
"5392","nm7",102,"OMEGA3.3","prse",NA
"5393","nm7",102,"OMEGA3.3","se",NA
"5394","nm7",102,"SIGMA1.1","estimate","0.0485883"
"5395","nm7",102,"SIGMA1.1","prse",NA
"5396","nm7",102,"SIGMA1.1","se",NA
"5397","nm7",102,"SIGMA2.1","estimate","0"
"5398","nm7",102,"SIGMA2.1","prse",NA
"5399","nm7",102,"SIGMA2.1","se",NA
"5400","nm7",102,"SIGMA2.2","estimate","0.228748"
"5401","nm7",102,"SIGMA2.2","prse",NA
"5402","nm7",102,"SIGMA2.2","se",NA
"5403","nm7",102,"cov","status","0"
"5404","nm7",102,"prob","text","102 phase1 2 CMT like 1004 but diff. initial on V3"
"5405","nm7",102,"min","status","0"
"5406","nm7",102,"data","filename","../data/102.csv"
"5407","nm7",103,"ofv","minimum","2163.02930822416"
"5408","nm7",103,"THETA1","estimate","8.34832"
"5409","nm7",103,"THETA1","prse",NA
"5410","nm7",103,"THETA1","se",NA
"5411","nm7",103,"THETA2","estimate","19.9508"
"5412","nm7",103,"THETA2","prse",NA
"5413","nm7",103,"THETA2","se",NA
"5414","nm7",103,"THETA3","estimate","0.0666393"
"5415","nm7",103,"THETA3","prse",NA
"5416","nm7",103,"THETA3","se",NA
"5417","nm7",103,"THETA4","estimate","3.02943"
"5418","nm7",103,"THETA4","prse",NA
"5419","nm7",103,"THETA4","se",NA
"5420","nm7",103,"THETA5","estimate","138.921"
"5421","nm7",103,"THETA5","prse",NA
"5422","nm7",103,"THETA5","se",NA
"5423","nm7",103,"THETA6","estimate","1.19693"
"5424","nm7",103,"THETA6","prse",NA
"5425","nm7",103,"THETA6","se",NA
"5426","nm7",103,"THETA7","estimate","0.985803"
"5427","nm7",103,"THETA7","prse",NA
"5428","nm7",103,"THETA7","se",NA
"5429","nm7",103,"OMEGA1.1","estimate","0.212322"
"5430","nm7",103,"OMEGA1.1","prse",NA
"5431","nm7",103,"OMEGA1.1","se",NA
"5432","nm7",103,"OMEGA2.1","estimate","0.143611"
"5433","nm7",103,"OMEGA2.1","prse",NA
"5434","nm7",103,"OMEGA2.1","se",NA
"5435","nm7",103,"OMEGA2.2","estimate","0.113709"
"5436","nm7",103,"OMEGA2.2","prse",NA
"5437","nm7",103,"OMEGA2.2","se",NA
"5438","nm7",103,"OMEGA3.1","estimate","-0.00841948"
"5439","nm7",103,"OMEGA3.1","prse",NA
"5440","nm7",103,"OMEGA3.1","se",NA
"5441","nm7",103,"OMEGA3.2","estimate","-0.0231447"
"5442","nm7",103,"OMEGA3.2","prse",NA
"5443","nm7",103,"OMEGA3.2","se",NA
"5444","nm7",103,"OMEGA3.3","estimate","0.0257977"
"5445","nm7",103,"OMEGA3.3","prse",NA
"5446","nm7",103,"OMEGA3.3","se",NA
"5447","nm7",103,"SIGMA1.1","estimate","0.0468081"
"5448","nm7",103,"SIGMA1.1","prse",NA
"5449","nm7",103,"SIGMA1.1","se",NA
"5450","nm7",103,"SIGMA2.1","estimate","0"
"5451","nm7",103,"SIGMA2.1","prse",NA
"5452","nm7",103,"SIGMA2.1","se",NA
"5453","nm7",103,"SIGMA2.2","estimate","0.228158"
"5454","nm7",103,"SIGMA2.2","prse",NA
"5455","nm7",103,"SIGMA2.2","se",NA
"5456","nm7",103,"cov","status","0"
"5457","nm7",103,"prob","text","103 phase1 2 CMT like 1004 but diff. initial on V3"
"5458","nm7",103,"min","status","0"
"5459","nm7",103,"data","filename","../data/103.csv"
"5460","nm7",104,"ofv","minimum","2379.14464594192"
"5461","nm7",104,"THETA1","estimate","9.6815"
"5462","nm7",104,"THETA1","prse",NA
"5463","nm7",104,"THETA1","se",NA
"5464","nm7",104,"THETA2","estimate","26.768"
"5465","nm7",104,"THETA2","prse",NA
"5466","nm7",104,"THETA2","se",NA
"5467","nm7",104,"THETA3","estimate","0.0781217"
"5468","nm7",104,"THETA3","prse",NA
"5469","nm7",104,"THETA3","se",NA
"5470","nm7",104,"THETA4","estimate","3.7433"
"5471","nm7",104,"THETA4","prse",NA
"5472","nm7",104,"THETA4","se",NA
"5473","nm7",104,"THETA5","estimate","112.488"
"5474","nm7",104,"THETA5","prse",NA
"5475","nm7",104,"THETA5","se",NA
"5476","nm7",104,"THETA6","estimate","1.03732"
"5477","nm7",104,"THETA6","prse",NA
"5478","nm7",104,"THETA6","se",NA
"5479","nm7",104,"THETA7","estimate","1.24819"
